year,arxiv_id,title,abstract,created,updated,authors,categories,link
2025,2506.17747,Pix2Geomodel: A Next-Generation Reservoir Geomodeling with Property-to-Property Translation,"Accurate geological modeling is critical for reservoir characterization, yet traditional methods struggle with complex subsurface heterogeneity, and they have problems with conditioning to observed data. This study introduces Pix2Geomodel, a novel conditional generative adversarial network (cGAN) framework based on Pix2Pix, designed to predict reservoir properties (facies, porosity, permeability, and water saturation) from the Rotliegend reservoir of the Groningen gas field. Utilizing a 7.6 million-cell dataset from the Nederlandse Aardolie Maatschappij, accessed via EPOS-NL, the methodology included data preprocessing, augmentation to generate 2,350 images per property, and training with a U-Net generator and PatchGAN discriminator over 19,000 steps. Evaluation metrics include pixel accuracy (PA), mean intersection over union (mIoU), frequency weighted intersection over union (FWIoU), and visualizations assessed performance in masked property prediction and property-to-property translation tasks. Results demonstrated high accuracy for facies (PA 0.88, FWIoU 0.85) and water saturation (PA 0.96, FWIoU 0.95), with moderate success for porosity (PA 0.70, FWIoU 0.55) and permeability (PA 0.74, FWIoU 0.60), and robust translation performance (e.g., facies-to-facies PA 0.98, FWIoU 0.97). The framework captured spatial variability and geological realism, as validated by variogram analysis, and calculated the training loss curves for the generator and discriminator for each property. Compared to traditional methods, Pix2Geomodel offers enhanced fidelity in direct property mapping. Limitations include challenges with microstructural variability and 2D constraints, suggesting future integration of multi-modal data and 3D modeling (Pix2Geomodel v2.0). This study advances the application of generative AI in geoscience, supporting improved reservoir management and open science initiatives.",2025-06-21,2025-06-24,Abdulrahman Al-Fakih; Ardiansyah Koeshidayatullah; Nabil A. Saraih; Tapan Mukerji; Rayan Kanfar; Abdulmohsen Alali; SanLinn I. Kaka,physics.geo-ph; cs.CE; cs.CV; cs.LG; cs.NE,https://arxiv.org/abs/2506.17747
2025,2505.12953,Hydrogen Bond Topology Reveals Layering of LDL-like and HDL-like Water at its Liquid/Vapor Interface,"The discovery of high-density liquid (HDL) and low-density liquid (LDL) water has been a major success of molecular simulations, yet extending this analysis to interfacial water is challenging due to conventional order parameters assuming local homogeneity. This limitation previously prevented resolving the composition of the surface layer of the liquid/vapour interface. Here, we apply a recently introduced topological order parameter [R. Foffi and F. Sciortino, J. Phys. Chem. B 127, 378-386 (2022)] to analyze the composition of the water/vapor interface across a broad temperature range. Our results reveal that LDL-like water dominates the outermost region at all temperatures, while HDL-like water accumulates beneath it, presenting a clear layering roughly below the temperature of maximum density. This structured stratification, previously inaccessible, highlights the power of the topological order parameter in resolving interfacial molecular heterogeneity and provides new insights into the structural properties of water at interfaces.",2025-05-19,2025-09-03,Pal Jedlovszky; Christoph Dellago; Marcello Sega,cond-mat.soft; physics.chem-ph,https://arxiv.org/abs/2505.12953
2025,2509.25877,A fast powerful X-ray transient from possible tidal disruption of a white dwarf,"Stars captured by black holes (BHs) can be torn apart by strong tidal forces, producing electromagnetic flares. To date, more than 100 tidal disruption events (TDEs) have been observed, each involving invariably normal gaseous stars whose debris falls onto the BH, sustaining the flares over years. White dwarfs (WDs), which are the most prevalent compact stars and a million times denser--and therefore tougher--than gaseous stars, can only be disrupted by intermediate-mass black holes (IMBHs) of 10^2--10^5 solar masses. WD-TDEs are considered to generate more powerful and short-lived flares, but their evidence has been lacking. Here we report observations of a fast and luminous X-ray transient EP250702a detected by Einstein Probe. Its one-day-long X-ray peak as luminous as 10^(47-49) erg/s showed strong recurrent flares with hard spectra extending to several tens of MeV gamma-rays, as detected by Fermi/GBM and Konus-Wind, indicating relativistic jet emission. The jet's X-ray dropped sharply from 3 x 10^49 erg/s to around 10^44 erg/s within 20 days (10 days in the source rest frame). These characteristics are inconsistent with any known transient phenomena other than a jetted-TDE evolving over an unprecedentedly short timescale, indicating the disruption of a WD by an IMBH. At late times, a new soft component progressively dominates the X-ray spectrum, exhibiting an extreme super-Eddington luminosity, which possibly originates from an accretion disc. WD-TDEs open a new window for investigating the elusive IMBHs and their surrounding stellar environments, and they are prime sources of gravitational waves in the band of space-based interferometers.",2025-12-23,2025-12-24,Dongyue Li; Wenda Zhang; Jun Yang; Jin-Hong Chen; Weimin Yuan; Huaqing Cheng; Fan Xu; Xinwen Shu; Rong-Feng Shen; Ning Jiang; Jiazheng Zhu; Chang Zhou; Weihua Lei; Hui Sun; Chichuan Jin; Lixin Dai; Bing Zhang; Yu-Han Yang; Wenjie Zhang; Hua Feng; Bifang Liu; Hongyan Zhou; Haiwu Pan; Mingjun Liu; Stephane Corbel; Sitha K. Jagan; Maria Cristina Baglio; Christopher R. Burns; Floriane Cangemi; Chun Chen; Yehao Cheng; Alexis Coleiro; Francesco Coti Zelati; Sourya R. Das; Zhongnan Dong; Luis Galbany; Noa Grollimund; Daniel Kelson; Dong Lai; Xia Li; Yuan Liu; Alessio Marino; Brenna Mockler; Paul O'Brien; Erlin Qiao; Nanda Rea; Resmi; Jérome Rodriguez; Richard Saxton; Luming Sun; Lian Tao; Tinggui Wang; Yilong Wang; Xuefeng Wu; Dong Xu; Yijia Zhang; Guoying Zhao; Congying Bao; Zhiming Cai; Yehai Chen; Yong Chen; Bertrand Cordier; Chenzhou Cui; Weiwei Cui; Zhou Fan; He Gao; Giancarlo Ghirlanda; Ju Guan; Dawei Han; Jinxin Hao; Jingwei Hu; Maohai Huang; Yong-Feng Huang; Shumei Jia; Ge Jin; Stefanie Komossa; Chengkui Li; Zhixing Ling; Congzhan Liu; Heyang Liu; Huaqiu Liu; Fangjun Lu; Kirpal Nandra; Jan-Uwe Ness; Arne Rau; Jeremy Sanders; Liming Song; Roberto Soria; Shengli Sun; Xiaojin Sun; Yuyin Tan; Eleonora Troja; Sixiang Wen; Haitao Xu; Changbin Xue; Yongquan Xue; Yi-Han Iris Yin; Chen Zhang; Shuang-Nan Zhang; Yonghe Zhang,astro-ph.HE,https://arxiv.org/abs/2509.25877
2025,2506.07157,Nature of Hydrated Electron in Varied Solvation Environments,"Understanding the nature of solvated electrons is important in studying a range of chemical and biological phenomena. This study investigates the structural and dynamical behavior of an excess electron in water, examining different solvation environments, including liquid water, ice, monolayer, and chain. To accurately model these systems, we carry out molecular dynamics (MD) simulations using hybrid density functionals, employing the computationally efficient resonance-free multiple time-stepping based adaptively compressed exchange operator method. Through these simulations, we create a comprehensive and detailed picture of how excess electrons are solvated across different aqueous environments. We report the factors influence the localization and dynamic stability of the hydrated electron. The determinants include the presence and reorganization flexibility of the dangling OH groups and the spatial arrangement of the surrounding water molecules.",2025-06-08,2025-06-10,Ritama Kar; Nisanth N. Nair,physics.comp-ph,https://arxiv.org/abs/2506.07157
2025,2507.07090,Ray-tracing Fast Radio Bursts Through IllustrisTNG: Cosmological Dispersion Measures from Redshift 0 to 5.5,"The dispersion measures (DMs) of Fast Radio Bursts (FRBs) arise predominantly from free electrons in the large-scale structure of the Universe. The increasing number of FRB observations have started to empirically constrain the distribution of cosmic baryons, making it crucial to accurately forward model their propagation within cosmological simulations. In this work, we present a method for measuring FRB DMs in IllustrisTNG that continuously traces rays through the simulation while reconstructing all traversed line segments within the underlying Voronoi mesh. Leveraging this technique, we create over $20$ publicly available DM catalogs, including a full-sky DM map observed from a Milky Way-like environment. Our method addresses a problem in previous TNG-based studies, in which a sparse snapshot sampling in the path integral leads to a misestimation of the standard deviation and higher moments of the DM distribution $p(\rm{DM}|z)$ by over $50\%$. We show that our results are consistent with the most recent observational data from the DSA-110, ASKAP, and CHIME. We offer a functional form for $p(\rm{DM}| z)$ that provides very good fits across all redshifts from $0$ to $5.5$, showing that the previously proposed log-normal distribution is not well matched to the data. We find that using simulation box sizes smaller than $35\,h^{-1}\,$Mpc or resolutions with baryonic masses of less than $5\times10^{8}\,h^{-1}\,M_{\odot}$ can distort the derived DM signal by more than $8\%$. Our findings provide new insights into how the cosmic web shapes FRB signals, and highlight the importance of accurate methodology when comparing cosmological simulations against observations.",2025-07-17,2025-07-18,Ralf M. Konietzka; Liam Connor; Vadim A. Semenov; Angus Beane; Volker Springel; Lars Hernquist,astro-ph.CO,https://arxiv.org/abs/2507.07090
2025,2506.15428,Electromagnetic probes revealing the inner structure of the $Λ_c(2940)$,"The $Λ_c(2940)$, an open-charm baryon discovered in 2006, has sparked interest due to its ``low mass puzzle'', paralleling the $X(3872)$ in the charmoniumlike sector. Both states challenge conventional hadronic interpretations, with the $X(3872)$ understood as a $D^*\bar{D}$ molecular state and the $Λ_c(2940)$ hypothesized as a $D^*N$ molecular state. This work investigates the radiative decay modes $Λ_c(2940) \to Λ_c(2286)γ$, $Λ_c(2940) \to Λ_c(2595)γ$, and $Λ_c(2940) \to Λ_c(2765)γ$, analogous to radiative transitions observed in the $X(3872)$. Using the one-boson-exchange model to obtain the $D^*N$ molecular spatial wave function as input, we calculate decay widths and their ratios, finding differences with different quantum number assumptions. Our findings underscore the potential of electromagnetic probes in revealing its nature and highlight the need for dedicated experimental studies to validate these theoretical predictions.",2025-09-18,2025-09-19,Ping Chen; Zi-Le Zhang; Yu Zhuge,hep-ph; hep-ex,https://arxiv.org/abs/2506.15428
2025,2509.20561,Adaptive Altitude Control of a Tethered Multirotor Autogyro under Varying Wind Speeds using Differential Rotor Braking,"A tethered multirotor autogyro can function as an unmanned aerial vehicle for energy-efficient and prolonged deployment, as it uses the available wind energy to sustain flight. This article presents an adaptive altitude control strategy for such a device. At a constant wind speed, the equilibrium altitude can be approximated by a quadratic function of the pitch angle. The proposed adaptive control estimates the coefficients of this quadratic function. The estimates are used for altitude control and to attain the maximum altitude (and minimum horizontal drift) for a given wind speed. A feedback controller based on regenerative differential rotor braking is used as the actuation to modulate the autogyro's pitch angle. Implementation of the controller using a control-oriented, higher-order dynamic model demonstrates the controller's capability to regulate the altitude and maintain stable flights under varying wind speeds. Based on the system's maximum altitude tracking performance, the adaptive control is adjusted to improve performance under substantial changes in wind speeds.",2025-09-24,2025-09-26,Tasnia Noboni; Tuhin Das,eess.SY; cs.SY; physics.ao-ph,https://arxiv.org/abs/2509.20561
2025,2506.14703,Zigzag antiferromagnets in the SU(3) Hubbard model on the square lattice,"SU(N) Hubbard models exhibit a rich variety of phases, which may be realized through quantum simulation with ultracold atomic gases in optical lattices. In this work we study the Mott insulating phases of the SU(3) Hubbard model at 1/3-filling using infinite projected entangled-pair states, optimized with both imaginary time evolution and variational optimization. In the limit of strong interactions we reproduce the antiferromagnetic 3-sublattice ordered state previously identified in the SU(3) Heisenberg model. At intermediate interaction strength we find antiferromagnetic states exhibiting zigzag patterns of different lengths, in agreement with previous Hartree-Fock and constrained-path auxiliary-field quantum Monte Carlo calculations. We study the color order parameter and energy anisotropy, which are discontinuous across the phase transitions. Finally, we analyze the different energy contributions in two competing phases, identifying low-energy bonds at the corners of the zigzag that help stabilize the zigzag states.",2025-06-17,2025-06-18,Stijn V. Kleijweg; Philippe Corboz,cond-mat.str-el; cond-mat.quant-gas,https://arxiv.org/abs/2506.14703
2025,2507.01398,Pion properties in isospin-asymmetric nuclear matter using in-medium chiral perturbation theory,"We compute the density dependence of in-medium pion properties, such as mass, wave function renormalization, and decay constant in the correlation function approach, and how they change under the influence of isospin-asymmetric nuclear matter. To this end, we use in-medium chiral perturbation theory to compute the relevant Feynman diagrams up to two-loop diagrams. Our results show that the isospin asymmetry of the nuclear matter splits these quantities into three separate values, corresponding to the three pions. Consequently, the tendency of each in-medium pion mass, wave function renormalization, and decay constant is dependent on the density and the neutron-to-proton ratio $ρ_n/ρ_p$ of nuclear matter. We also derive an in-medium Gell-Mann--Oakes--Renner relation which is valid for isospin-asymmetric nuclear matter and investigate to what extent it holds within our calculations.",2025-07-02,2025-07-03,Kihong Kwon; Yamato Suda; Stephan Hübsch; Daisuke Jido,nucl-th; hep-ph,https://arxiv.org/abs/2507.01398
2025,2507.15462,One-point functions in AdS/dCFT: MPS and twisted Yangian,"I focus on the scalar one-point functions in SO(6) sector of D5-D3 probe-brane set-up. Start with a general introduction of integrability, I explore both coordinate Bethe ansatz and algebraic Bethe ansatz, with possible generalization. I then shortly review how to use the Bethe ansatz in $N = 4$ super Yang-Mills theory, and then apply such procedure to the D5-D3 system. The dual field theory of such system corresponds to a defected version of $N = 4$ super Yang-Mills theory, where the one-point functions of certain scalars are non-zero. The calculation of one-point functions is mapped to the overlap between matrix product states and Bethe states. The matrix product states are found to be solutions of the twisted Boundary Yang-Baxter equation, and equivalently the representations of extended twisted Yangian. By dressing procedure or coproduct property, we can connect the scalar matrix product state and higher dimension matrix product states. We have used the branching rules to find the connection with some detailed parameters needed to be fixed. Such method can not only be used for calculations of one-point functions in probe-branes system, but also shed some light on non-equilibrium system.",2025-07-21,2025-07-22,Xin Qian,hep-th; math-ph; math.MP; nlin.SI,https://arxiv.org/abs/2507.15462
2025,2506.18664,Shaping boundaries to control and transport topological defects in colloidal nematic liquid crystals,"Anisotropic rod-like particles form liquid crystalline phases with varying degrees of orientational and translational order. When confined geometrically, these phases can give rise to topological defects, which can be selected and controlled by tuning how the rods align near boundaries, known as anchoring. While anchoring in molecular liquid crystals can be controlled through surface functionalization, this approach is not easily applicable to microscale colloidal systems, which have so far been limited to planar anchoring. Here, using particle-based simulations, Landau-de Gennes theory, and experiments on colloidal rods, we demonstrate that topographical patterning of the boundary can effectively control the anchoring type and, in turn, the defect state in two-dimensional confined nematics. Building on this, we numerically predict that dynamically shape-shifting the boundaries can transform and transport topological defects.",2026-05-28,2026-05-29,Gerardo Campos-Villalobos; André F. V. Matias; Ethan I. L. Jull; Lisa Tran; Marjolein Dijkstra,cond-mat.soft,https://arxiv.org/abs/2506.18664
2025,2503.19834,Emergence of distinct exact mobility edges in a quasiperiodic chain,"Mobility edges (MEs) constitute the energies separating the localized states from the extended ones in disordered systems. Going beyond this conventional definition, recent proposal suggests for an ME which separates the localized and multifractal states in certain quasiperiodic systems - dubbed as the anomalous mobility edges (AMEs). In this study, we propose an exactly solvable quasiperiodic system that hosts both the conventional and anomalous mobility edges under proper conditions. We show that with increase in quasiperiodic disorder strength, the system first undergoes a delocalization to localization transition through an ME of conventional type. Surprisingly, with further increase in disorder, we obtain that a major fraction of the localized states at the middle of the spectrum turn multifractal in nature. Such unconventional behavior in the spectrum results in two AMEs, which continue to exist even for stronger quasiperiodic disorder. We numerically obtain the signatures of the coexisting MEs complement it through analytical derivation using Avila's global theory. In the end we provide important signatures from the wavepacket dynamics.",2025-03-25,2025-03-26,Sanchayan Banerjee; Soumya Ranjan Padhi; Tapan Mishra,cond-mat.quant-gas; cond-mat.dis-nn; cond-mat.other,https://arxiv.org/abs/2503.19834
2025,2501.12882,Seasonal Changes -- Time for Paradigm Shift,"Season and their transitions play a critical role in sharpening ecosystems and human activities, yet traditional classifications, meteorological and astronomical, fail to capture the complexities of biosphere-atmosphere interactions. Conventional definitions often overlook the interplay between climate variables, biosphere processes, and seasonal anticipation, particularly as global climate change disrupts traditional patterns. This study addresses the limitations of current seasonal classification by proposing a framework based on phenological markers such as NDVI, EVI, LAI, fPAR, and the Bowen ratio, using plants as a nature-based sensor of seasonal transitions. Indicators derived from satellite data and ground observations provide robust foundations for defining seasonal boundaries. The normalized daily temperature range (DTRT), validated in crop and orchard regions, is hypothesized as a reliable seasonality index to capture transitions. We demonstrated the alignment of this index with phenological markers across boreal, temperate, and deciduous forests. Analyzing trends, extreme values and inflection points in the seasonality index time series, we established a methodology to identify seasonal onset, duration, and transitions. This universal, scalable classification aligns with current knowledge and perception of seasonal shifts and captures site-specific timing. Findings reveal shifts in the Euro-Mediterranean region, with winters shortening, summers extending, and transitions becoming more pronounced. Effects include the Gulf Stream s influence on milder transitions, urban heat islands accelerating seasonal shifts, and large inland lakes moderating durations. This underscores the importance of understanding seasonal transitions to enable climate change adaptive strategies in agriculture, forestry, urban planning, medicine, trade, marketing, and tourism.",2025-01-22,2025-01-23,Branislava Lalic; Ana Firanj Sremac,physics.ao-ph,https://arxiv.org/abs/2501.12882
2025,2509.20236,Collinear Structure of Nonlinear Small-$x$ Evolution,"We introduce a novel approach to high-energy QCD factorization of cross-sections for processes involving a dilute projectile and a dense target. Our method preserves the factorization between ""fast"" and ""slow"" modes in the longitudinal momentum $k^+$ for a projectile moving along the positive light-cone direction, making it compatible with higher-order loop computations done within the standard formulation of the Color Glass Condensate (CGC) effective field theory. Moreover, it eliminates the anomalous double collinear logarithms that typically hinder the convergence of perturbation theory at small-$x$. Our scheme amounts to a change of basis in the space of CGC operators, introducing an arbitrary transverse scale dependence while leaving physical cross-sections invariant. Implementing this scheme requires a modification of the high-energy renormalization group equation for the CGC operators, which we explicitly derive at next-to-leading order (NLO) and in the non-linear regime for the case of the dipole operator and the DIS impact factor. This general framework provides a consistent and systematic prescription for computing observables in the small-$x$ regime of QCD, free from collinear instabilities.",2025-09-24,2025-09-25,Renaud Boussarie; Paul Caucal; Yacine Mehtar-Tani,hep-ph; hep-th; nucl-th,https://arxiv.org/abs/2509.20236
2025,2507.07888,Pseudoperiodic Spherical Boundary Conditions: Efficient And Isotropic 3D Particle Simulations Without Lattice Artifacts,"Periodic Boundary Conditions (PBC) introduce well-known lattice artifacts. We present a novel Pseudoperiodic Spherical Boundary Condition (SBC) that is perfectly isotropic. Through detailed comparative simulations, we demonstrate that SBC eliminates the structural and dynamic anisotropy inherent to PBC. For the crowded systems where these artifacts are most prominent, our method is also computationally more efficient than standard Minimum Image Convention implementations. This establishes SBC as a powerful, high-fidelity alternative for simulating isotropic matter.",2025-07-10,2025-07-11,Manuel Dedola; Ludovico Cademartiri,cond-mat.soft; cond-mat.dis-nn; cond-mat.mes-hall; cond-mat.other; cond-mat.stat-mech,https://arxiv.org/abs/2507.07888
2025,2509.16637,Dynamics of bright solitons in spin-orbit coupled Bose-Einstein condensates under the influence of optical and Rabi-coupling lattices,"We consider coupled matter-wave bright solitons in spatial coherence spin-orbit coupled Bose-Einstein condensates in optical and Rabi-coupling lattice potentials and find an effective potential for separation of coupled matter-wave solitons. We show that the Rabi lattice significantly affects the potential near the region of overlap between the solitons. We study the effects of Rabi lattice on the dynamics of solitons for different initial overlap and that the dynamics is controlled by the interplay between the Rabi lattice and inter-component interaction. We investigate that, by tuning the Rabi lattice strength, one can realize localize, periodic and splitting dynamics of the total density profile of the coupled solitons.",2025-09-20,2025-09-23,Sumaita Sultana; Sk Siddik; Golam Ali Sekh,cond-mat.quant-gas,https://arxiv.org/abs/2509.16637
2025,2503.17568,Long-range magnetic perturbations at Bi2Te3/Cr2Te3 interfaces induced by chemical diffusion and proximity effects,"The heterointerface between topological insulators and magnetic materials provides a crucial platform for investigating exotic electronic and magnetic phases, with implications for both fundamental studies and potential applications. A key challenge is determining the spatial extent of magnetic perturbation across the interface. In this study, we grew Bi2Te3 films with mixed thicknesses of 5 and 6 quintuple layers (QLs) on a thick ferromagnetic Cr2Te3 film. Chemical analysis indicates gradual Cr diffusion across the interface into Bi2Te3, reaching up to the 4th QL, while the 5th and 6th QL remain free of Cr. Despite the absence of direct Cr incorporation, quasiparticle interference imaging using spectroscopic scanning tunneling microscopy reveals strong backscattering on the 5th QL surface. This suggests an intrinsic magnetic proximity effect, which breaks time-reversal symmetry without magnetic doping, extending into the 5th QLs. Although variations may exist across different systems, the large magnetic perturbation length scale observed here is a valuable guiding principle for engineering exotic electronic and magnetic states at heterointerfaces between topological insulators and magnetic materials.",2025-03-21,2025-03-25,Markel Pardo-Almanza; Yuita Fujisawa; Takatsugu Onishi; Chia Hsiu Hsu; Alec P. LaGrow; Yoshinori Okada,cond-mat.mtrl-sci; cond-mat.str-el,https://arxiv.org/abs/2503.17568
2025,2504.21570,Extended self-similarity in two-dimensional complex plasmas,"Self-similarity is a property of an object or process wherein a part is similar to the whole. Mathematically, it can often be expressed as a power-law scaling of the quantity of interest. Extended self-similarity is a concept widely used in the field of turbulence and refers to the power-law scaling of the longitudinal structure functions of the velocity field expressed through the structure functions of different orders, rather than distance. Originally discovered by [R. Benzi et al., Phys. Rev. E 48, R29 (1993)] in fully developed turbulence, it was later found to hold in other situations and systems as well. In this paper, we show that in an active-matter system, extended self-similarity is possible even without the presence of respective power-law scaling in the underlying structure functions of distance. The active-matter system used in this study was a single-layer suspension of active Janus particles in a plasma. Janus particles are polymer microspheres with hemispherical metal coating. When dispersed in a plasma, they acquire self-propulsion and act as microswimmers. Extended self-similarity was also observed in the velocity field of a single-layer suspension of laser-heated regular (passive) particles, where the underlying structure functions displayed a hint of the power-law scaling near the mean interparticle distance. Therefore, it appears to be an inherent characteristic of complex plasmas.",2025-04-30,2025-05-01,Volodymyr Nosenko,physics.plasm-ph,https://arxiv.org/abs/2504.21570
2025,2507.02557,Steady-State Coherences under Partial Collective non-Markovian Decoherence,"Steady-state coherence in open quantum systems is crucial for quantum technologies, yet its behavior is not fully understood due to the interplay between collective and individual decoherence. While collective decoherence is thought to induce steady-state coherence, experiments often fail to observe this because of individual decoherence. We study a system of two harmonic oscillators coupled to both individual and collective environments, introducing a tunable parameter to adjust the decoherence proportions. By analytically solving the exact dynamical equations, we find that steady-state coherence depends on the initial state under collective decoherence, but not under partial decoherence. Interestingly, non-Markovianity induces rich and complex steady-state coherence behaviors. Our results offer new insights into the role of non-Markovian decoherence in quantum systems and serve as a benchmark for evaluating approximate methods in modelling quantum processes.",2026-02-24,2026-02-25,S. L. Wu; W. Ma; Zhao-Ming Wang; P. Brumer; Lian-Ao Wu,quant-ph,https://arxiv.org/abs/2507.02557
2025,2505.00390,Neutron Star Radii from Laboratory Experiments,"Our present knowledge of the nuclear equation of state is briefly reviewed in this article intended for a wider readership. Particular emphasis is given to the asymmetric-matter equation of state required for modeling neutron stars, neutron-star mergers, and r-process nucleosynthesis. Recent analyses based on combining information obtained from nuclear theory, heavy-ion collisions and astrophysical observations confine the obtained radii of the canonical 1.4-solar-mass neutron star to values between 12 km and 13 km. The remaining uncertainty is primarily related to missing information in the density interval between nuclear saturation density and about twice that value which, however, is accessible with laboratory experiments.",2025-07-30,2025-07-31,M. D. Cozma; W. Trautmann,nucl-th; astro-ph.SR; nucl-ex,https://arxiv.org/abs/2505.00390
2025,2503.16986,Light-Induced Persistent Electronic Chirality in Achiral Molecules Probed with Time-Resolved Electronic Circular Dichroism Spectroscopy,"Chiral systems exhibit unique properties traditionally linked to their asymmetric spatial arrangement. Recently, multiple laser pulses were shown to induce purely electronic chiral states without altering the nuclear configuration. Here, we propose and numerically demonstrate a simpler realization of light-induced electronic chirality that is long-lived and occurs well before the onset of nuclear motion and decoherence. A single monochromatic circularly-polarized laser pulse is shown to induce electronic chiral currents in an oriented achiral molecule. Using state-of-the-art ab initio theory, we analyze this effect and relate the chiral currents to induced magnetic dipole moments, detectable via attosecond time-resolved electronic circular dichroism (TR-ECD) spectroscopy, also known as transient absorption ECD. The resulting chiral electronic wavepacket oscillates rapidly in handedness at harmonics of the pump laser's carrier frequency, and the currents persist after the pulse ends. We establish a chiral molecular-current analogue to high harmonic generation, and demonstrate attosecond transient chirality control with potential impact on spintronics and reaction dynamics.",2025-07-23,2025-07-24,Torsha Moitra; Lukas Konecny; Marius Kadek; Ofer Neufeld; Angel Rubio; Michal Repisky,physics.chem-ph,https://arxiv.org/abs/2503.16986
2025,2502.18804,"Twisting $\mathcal{O}$-operators by $(2,3)$-Cocycle of Hom-Lie-Yamaguti Algebras with Representations","In this paper, we first introduce the notion of twisted $\mathcal O$-operators on a Hom-Lie-Yamaguti algebra by a given $(2,3)$-cocycle with coefficients in a representation. We show that a twisted $\mathcal O$-operator induces a Hom-Lie-Yamaguti structure. We also introduce the notion of a weighted Reynolds operator on a Hom-Lie-Yamaguti algebra, which can serve as a special case of twisted $\mathcal O$-operators on Hom-Lie-Yamaguti algebras. Then, we define a cohomology of twisted $\mathcal O$-operator on Hom-Lie-Yamaguiti algebras with coefficients in a representation. Furthermore, we introduce and study the Hom-NS-Lie-Yamaguti algebras as the underlying structure of the twisted $\mathcal O$-operator on Hom-Lie-Yamaguti algebras. Finally, we investigate the twisted $\mathcal O$-operator on Hom-Lie-Yamaguti algebras induced by the twisted $\mathcal O$-operator on a Hom-Lie algebras.",2025-02-26,2025-02-27,Sami Mabrouk; Sergei Silvestrov; Fatma Zouaidi,math.RA; math-ph; math.MP; math.QA,https://arxiv.org/abs/2502.18804
2025,2502.01733,Resonant Locking Between Binary Systems Induced by Gravitational Waves,"The interaction of gravitational waves (GWs) with matter is thought to be typically negligible in the Universe. We identify an exception in the case of resonant interactions, where GWs emitted by a background binary system, such as an inspiraling supermassive black hole (SMBH) binary, cause a resonant response in a stellar-mass foreground binary and the frequencies of the two systems become, and remain, synchronized. We point out that this previously unexplored dynamical phenomenon is not only possible, but can lead to $\mathcal{O}(30)$ binary systems becoming resonantly locked in the host galaxy of merging SMBHs of mass $10^{8.5-11}\Msun$, each of which has a significantly reduced merger time. We predict $\mathcal{O}(10^{10})$ binary systems have been locked in the Universe's history. Resonant locking could be detected through anomalous inspiral of binary systems.",2025-09-27,2026-02-19,Charlie Sharpe; Yonadav Barry Ginat; Zeyuan Xuan; Bence Kocsis,gr-qc; astro-ph.CO; astro-ph.GA,https://arxiv.org/abs/2502.01733
2025,2505.20361,Solving Euler equations with Multiple Discontinuities via Separation-Transfer Physics-Informed Neural Networks,"Despite the remarkable progress of physics-informed neural networks (PINNs) in scientific computing, they continue to face challenges when solving hydrodynamic problems with multiple discontinuities. In this work, we propose Separation-Transfer Physics Informed Neural Networks (ST-PINNs) to address such problems. By sequentially resolving discontinuities from strong to weak and leveraging transfer learning during training, ST-PINNs significantly reduce the problem complexity and enhance solution accuracy. To the best of our knowledge, this is the first study to apply a PINNs-based approach to the two-dimensional unsteady planar shock refraction problem, offering new insights into the application of PINNs to complex shock-interface interactions. Numerical experiments demonstrate that ST-PINNs more accurately capture sharp discontinuities and substantially reduce solution errors in hydrodynamic problems involving multiple discontinuities.",2025-05-26,2025-05-28,Chuanxing Wang; Hui Luo; Kai Wang; Guohuai Zhu; Mingxing Luo,physics.flu-dyn; cs.LG,https://arxiv.org/abs/2505.20361
2025,2501.01098,Tensor network method for solving the Ising model with a magnetic field,"We study the two-dimensional square lattice Ising ferromagnet and antiferromagnet with a magnetic field by using tensor network method. Focusing on the role of guage fixing, we present the partition function in terms of a tensor network. The tensor has a different symmetry property for ferromagnets and antiferromagnets. The tensor network of the partition function is interpreted as a multiple product of the one-dimensional quantum Hamiltonian. We perform infinite density matrix renormalization group to contract the two-dimensional tensor network. We present the numerical result of magnetization and entanglement entropy for the Ising ferromagnet and antiferromagnet side by side. In order to determine the critical line in the parameter space of temperature and magnetic field, we use the half-chain entanglement entropy of the one-dimensional quantum state. The entanglement entropy precisely indicates the critical line forming the parabolic shape for the antiferromagnetic case, but shows the critical point for the ferromagnetic case.",2025-01-02,2025-01-03,Myung-Hoon Chung,cond-mat.stat-mech; quant-ph,https://arxiv.org/abs/2501.01098
2025,2502.20013,Data-Driven Model Identification of Unbalanced Induction Motor Dynamics and Forces using SINDYc,"This paper identifies the stator currents, torque and unbalanced magnetic pull (UMP) of an unbalanced induction motor by the System Identification of Nonlinear Dynamics with Control (SINDYc) method from time-series data of measurable quantities. The SINDYc model has been trained on data coming from a nonlinear magnetic equivalent circuit model for three rotor eccentricity configurations. When evaluating the SINDYc model for static eccentricity, torques and UMPs with excellent accuracies, i.e., 8.8 mNm and 4.87 N of mean absolute error, respectively, are found. When compared with a reference torque equation, this amounts to a 65% error reduction. For dynamic eccentricity, the estimation is more difficult. The SINDYc model is fast enough to be embedded in a control procedure.",2025-02-27,2025-02-28,Emma Vancayseele; Philip Desenfans; Zifeng Gong; Dries Vanoost; Herbert De Gersem; Davy Pissoort,eess.SY; cs.SY; physics.app-ph,https://arxiv.org/abs/2502.20013
